,stock_code,ESG_2017_rel_date,ESG_2018_rel_date,ESG_2019_rel_date,ESG_2020_rel_date,ESG_2021_rel_date,ESG_2022_rel_date,ESG_2023_rel_date
838,00863.HK,26/04/2018,12/04/2019,17/04/2020,28/04/2021,27/04/2022,27/04/2023,
839,01200.HK,27/04/2018,26/04/2019,27/04/2020,28/04/2021,28/04/2022,27/04/2023,
840,03666.HK,25/07/2018,29/07/2019,24/07/2020,26/07/2021,31/05/2022,27/04/2023,
841,00107.HK,29/03/2018,28/03/2019,30/03/2020,30/03/2021,30/03/2022,20/04/2023,
842,02302.HK,,,,18/09/2022,18/09/2022,28/04/2023,
843,00716.HK,,,23/07/2020,29/06/2021,30/05/2022,26/04/2023,
844,01868.HK,12/04/2018,25/04/2019,28/04/2020,29/04/2021,26/04/2022,25/04/2023,
845,00009.HK,27/04/2018,26/04/2019,13/05/2020,27/04/2021,28/04/2022,27/04/2023,
846,00556.HK,26/04/2018,26/04/2019,19/05/2020,16/07/2021,13/05/2022,27/04/2023,
847,00553.HK,27/04/2018,26/04/2019,27/04/2020,28/04/2021,28/04/2022,26/04/2023,
848,02336.HK,20/04/2018,26/04/2019,27/04/2020,27/04/2021,27/04/2022,26/04/2023,
849,03301.HK,26/04/2018,18/04/2019,14/04/2020,29/04/2021,30/05/2022,28/04/2023,
850,00755.HK,30/04/2018,30/04/2019,23/04/2020,14/05/2021,29/04/2022,28/04/2023,
851,01186.HK,25/04/2018,29/04/2019,,29/04/2021,19/04/2022,19/04/2023,
852,00975.HK,26/04/2018,23/04/2019,22/04/2020,22/04/2021,26/04/2022,26/04/2023,
853,00881.HK,20/04/2018,25/04/2019,24/04/2020,22/04/2021,25/04/2022,27/04/2023,
854,01432.HK,27/04/2018,26/04/2019,27/04/2020,28/04/2021,03/05/2022,27/04/2023,
855,00459.HK,27/04/2018,26/04/2019,27/04/2020,28/04/2021,28/04/2022,27/04/2023,
856,02623.HK,23/04/2018,30/04/2019,14/05/2020,31/05/2021,31/05/2022,27/04/2023,
857,00177.HK,06/06/2018,17/05/2019,07/07/2020,27/05/2021,27/04/2022,25/04/2023,
858,06878.HK,20/04/2018,23/04/2019,27/04/2020,26/04/2021,20/04/2022,27/04/2023,
859,01661.HK,25/04/2018,,27/04/2020,26/04/2021,26/04/2022,26/04/2023,
860,00757.HK,26/04/2018,25/04/2019,24/04/2020,27/04/2021,01/06/2022,28/04/2023,
861,03773.HK,26/04/2018,25/04/2019,23/04/2020,22/04/2021,22/04/2022,21/04/2023,
862,02255.HK,13/04/2018,29/04/2019,27/04/2020,27/04/2021,28/04/2022,28/04/2023,
863,01060.HK,27/07/2018,27/06/2019,28/07/2020,28/07/2021,26/07/2022,27/07/2023,
864,01680.HK,26/04/2018,26/04/2019,23/04/2020,15/04/2021,15/07/2022,27/04/2023,
865,02789.HK,24/04/2018,30/04/2019,15/05/2020,30/04/2021,31/05/2022,27/04/2023,
866,00365.HK,27/04/2018,26/04/2019,28/04/2020,29/04/2021,28/04/2022,,
867,03900.HK,26/04/2018,26/04/2019,27/04/2020,27/04/2021,29/04/2022,27/04/2023,
868,01387.HK,27/04/2018,29/04/2019,22/04/2020,29/04/2021,26/05/2022,,
869,00532.HK,26/04/2018,23/04/2019,28/04/2020,28/04/2021,27/04/2022,27/04/2023,
870,00872.HK,27/04/2018,16/04/2019,28/05/2020,29/04/2021,31/05/2022,,
871,01247.HK,24/04/2018,26/04/2019,15/05/2020,26/04/2021,25/04/2022,27/04/2023,
872,00689.HK,27/04/2018,29/04/2019,14/05/2020,29/04/2021,28/04/2022,27/04/2023,
873,01114.HK,26/04/2018,26/04/2019,27/04/2020,08/09/2022,22/09/2022,25/04/2023,
874,01515.HK,26/04/2018,26/04/2019,18/05/2020,28/05/2021,17/05/2022,24/04/2023,
875,00710.HK,26/04/2018,29/04/2019,27/04/2020,28/04/2021,27/04/2022,26/04/2023,
876,02362.HK,27/04/2018,29/04/2019,29/04/2020,28/04/2021,28/04/2022,28/04/2023,
877,01285.HK,24/07/2018,25/07/2019,23/07/2020,27/07/2021,19/05/2022,27/04/2023,
878,00668.HK,23/04/2018,30/04/2019,16/04/2020,30/03/2021,04/04/2022,31/03/2023,
879,00618.HK,,,29/06/2020,12/01/2022,26/07/2022,26/07/2023,
880,00144.HK,26/04/2018,26/04/2019,28/04/2020,28/04/2021,27/04/2022,27/04/2023,
881,00128.HK,27/04/2018,29/04/2019,28/04/2020,28/04/2021,28/04/2022,27/04/2023,
882,00031.HK,23/04/2018,18/04/2019,27/04/2020,28/04/2021,29/04/2022,25/04/2023,
883,00117.HK,06/07/2018,28/06/2019,12/08/2020,28/06/2021,30/05/2022,28/04/2023,
884,02286.HK,27/04/2018,29/04/2019,23/04/2020,27/04/2021,28/04/2022,28/04/2023,
885,01488.HK,30/04/2018,,,,27/04/2022,26/04/2023,
886,01265.HK,26/04/2018,25/04/2019,22/07/2020,08/06/2021,13/05/2022,26/04/2023,
887,02196.HK,17/04/2018,17/04/2019,24/04/2020,19/04/2021,14/04/2022,21/04/2023,
888,00760.HK,30/04/2018,29/04/2019,29/04/2020,29/04/2021,12/05/2022,28/04/2023,
889,01132.HK,26/04/2018,25/04/2019,28/04/2020,29/04/2021,12/05/2022,27/04/2023,
890,03382.HK,25/04/2018,24/04/2019,31/05/2020,27/04/2021,25/04/2022,24/04/2023,
891,00200.HK,26/04/2018,24/04/2019,04/06/2020,31/05/2021,29/05/2022,27/04/2023,
892,00038.HK,25/04/2018,25/04/2019,28/04/2020,22/04/2021,21/04/2022,20/04/2023,
893,00853.HK,11/04/2018,,28/04/2020,27/07/2021,31/05/2022,26/04/2023,
894,01258.HK,,30/04/2019,27/04/2020,28/04/2021,27/04/2022,26/04/2023,
895,01799.HK,09/05/2018,06/06/2019,15/05/2020,25/05/2021,13/05/2022,27/04/2023,
896,01159.HK,26/04/2018,16/05/2019,25/05/2020,29/04/2021,31/05/2022,28/07/2023,
897,00510.HK,24/04/2018,29/04/2019,27/04/2020,29/03/2021,22/04/2022,20/04/2023,
898,03606.HK,27/04/2018,26/04/2019,27/04/2020,15/04/2021,14/04/2022,16/03/2023,
899,00408.HK,20/07/2018,15/07/2019,17/07/2020,13/07/2021,27/05/2022,24/04/2023,
900,00707.HK,27/04/2018,25/04/2019,14/05/2020,29/04/2021,31/05/2022,28/04/2023,
901,02355.HK,27/04/2018,30/04/2019,29/04/2020,23/04/2021,27/04/2022,28/04/2023,
902,06828.HK,23/04/2018,29/04/2019,15/05/2020,25/10/2021,28/04/2022,20/04/2023,
903,01076.HK,16/07/2018,21/06/2019,27/07/2020,30/07/2021,,,
904,02086.HK,28/03/2018,17/04/2019,17/04/2020,16/04/2021,20/04/2022,20/04/2023,
905,01371.HK,26/04/2018,29/04/2019,30/06/2020,28/04/2021,26/05/2022,06/10/2023,
906,01568.HK,26/04/2018,23/04/2019,27/04/2020,27/04/2021,27/04/2022,27/04/2023,
907,03698.HK,25/04/2018,25/04/2019,29/04/2020,29/04/2021,28/04/2022,25/04/2023,
908,01526.HK,,25/04/2019,27/04/2020,29/04/2021,28/04/2022,28/04/2023,
909,01145.HK,27/04/2018,29/04/2019,27/04/2020,29/04/2021,28/04/2022,27/04/2023,
910,01339.HK,18/05/2018,06/05/2019,29/04/2020,27/04/2021,29/04/2022,19/04/2023,
911,00196.HK,27/04/2018,26/04/2019,27/04/2020,19/04/2021,27/04/2022,28/04/2023,
912,00065.HK,26/04/2018,25/04/2019,23/04/2020,22/04/2021,22/04/2022,27/04/2023,
913,01669.HK,25/04/2018,15/04/2019,28/04/2020,23/04/2021,27/04/2022,27/04/2023,
914,01102.HK,27/04/2018,29/04/2019,28/04/2020,27/04/2021,26/05/2022,27/04/2023,
915,01579.HK,,15/04/2019,20/04/2020,20/04/2021,19/04/2022,21/04/2023,
916,01259.HK,19/07/2018,09/07/2019,29/05/2020,23/07/2021,17/05/2022,27/04/2023,
917,02188.HK,23/04/2018,18/04/2019,27/04/2020,26/04/2021,29/04/2022,25/04/2023,
918,00701.HK,26/04/2018,26/04/2019,24/04/2020,21/04/2021,27/04/2022,25/04/2023,
919,01616.HK,03/05/2018,21/05/2019,11/06/2020,11/06/2021,27/06/2022,27/09/2023,
920,03366.HK,13/04/2018,26/04/2019,05/05/2020,20/04/2021,12/05/2022,20/04/2023,
921,01980.HK,25/04/2018,25/04/2019,27/04/2020,26/04/2021,27/04/2022,27/04/2023,
922,00370.HK,26/04/2018,26/04/2019,27/04/2020,28/07/2021,27/07/2022,28/07/2023,
923,06030.HK,20/04/2018,21/03/2019,19/03/2020,18/03/2021,28/03/2022,30/03/2023,
924,00059.HK,26/04/2018,26/04/2019,28/04/2020,26/04/2021,19/04/2022,28/04/2023,
925,00506.HK,25/04/2018,24/04/2019,23/04/2020,22/04/2021,28/04/2022,27/04/2023,
926,00995.HK,25/04/2018,25/04/2019,24/04/2020,29/04/2021,29/04/2022,26/04/2023,
927,02100.HK,27/04/2018,25/04/2019,23/04/2020,22/04/2021,26/04/2022,26/04/2023,
928,00583.HK,24/04/2018,26/04/2019,27/04/2020,28/04/2021,26/04/2022,26/04/2023,
929,02349.HK,26/04/2018,26/04/2019,15/05/2020,30/04/2021,13/05/2022,28/04/2023,
930,00400.HK,27/04/2018,26/04/2019,29/04/2020,28/04/2021,28/04/2022,28/04/2023,
931,01822.HK,25/04/2018,29/04/2019,15/05/2020,14/05/2021,23/05/2022,28/04/2023,
932,03628.HK,19/04/2018,12/04/2019,20/04/2020,27/04/2021,26/04/2022,25/04/2023,
933,02588.HK,24/04/2018,24/04/2019,16/04/2020,30/04/2021,26/04/2022,28/04/2023,
934,00187.HK,24/04/2018,26/04/2019,24/04/2020,22/04/2021,21/04/2022,26/04/2023,
935,00833.HK,25/04/2018,26/04/2019,23/04/2020,22/04/2021,25/04/2022,25/04/2023,
936,00039.HK,26/04/2018,26/07/2019,31/07/2020,30/07/2021,31/05/2022,27/04/2023,
937,01237.HK,,16/07/2019,14/07/2020,09/07/2021,28/04/2022,28/04/2023,
938,01065.HK,20/04/2018,18/04/2019,27/04/2020,27/04/2021,25/04/2022,25/04/2023,
939,02338.HK,27/04/2018,25/04/2019,23/04/2020,29/04/2021,29/04/2022,27/04/2023,
940,02600.HK,22/03/2018,28/03/2019,26/03/2020,23/03/2021,22/03/2022,21/03/2023,
941,00069.HK,24/04/2018,23/04/2019,05/05/2020,31/05/2021,31/05/2022,25/04/2023,
942,00071.HK,,,23/04/2020,26/04/2021,26/04/2022,25/04/2023,
943,00764.HK,25/04/2018,25/04/2019,14/05/2020,28/04/2021,27/04/2022,26/04/2023,
944,01336.HK,20/03/2018,20/03/2019,25/03/2020,24/03/2021,29/03/2022,30/03/2023,
945,00630.HK,24/04/2018,25/04/2019,23/04/2020,30/04/2021,12/05/2022,28/04/2023,
946,00116.HK,25/04/2018,24/04/2019,23/04/2020,22/04/2021,21/04/2022,27/04/2023,
947,01813.HK,13/04/2018,23/04/2019,23/04/2020,15/04/2021,31/05/2022,28/04/2023,
948,00184.HK,25/04/2018,14/06/2019,12/06/2020,,26/05/2022,21/04/2023,
949,00230.HK,23/04/2018,03/04/2019,22/04/2020,23/04/2021,31/05/2022,24/04/2023,
950,01370.HK,25/04/2018,25/04/2019,27/04/2020,28/09/2022,28/10/2022,27/04/2023,
951,00099.HK,26/04/2018,26/04/2019,27/04/2020,27/04/2021,26/04/2022,26/04/2023,
952,00180.HK,25/04/2018,23/04/2019,27/04/2020,20/04/2021,27/04/2022,26/04/2023,
953,01856.HK,26/04/2018,26/04/2019,22/04/2020,26/04/2021,25/04/2022,25/04/2023,
954,00102.HK,25/04/2018,29/04/2019,22/04/2020,22/04/2021,25/04/2022,27/04/2023,
955,02007.HK,14/05/2018,12/06/2019,19/06/2020,28/06/2021,31/05/2022,21/04/2023,
956,01483.HK,23/07/2018,17/07/2019,14/07/2020,23/07/2021,24/05/2022,27/04/2023,
957,00428.HK,25/04/2018,25/04/2019,23/04/2020,28/04/2021,29/04/2022,24/04/2023,
958,00108.HK,24/04/2018,29/04/2019,28/04/2020,28/04/2021,28/04/2022,27/04/2023,
959,01636.HK,26/04/2018,29/04/2019,23/08/2020,28/04/2021,26/04/2022,,
960,00295.HK,23/04/2018,18/04/2019,27/04/2020,20/04/2021,26/04/2022,26/04/2023,
961,00500.HK,26/04/2018,25/04/2019,27/04/2020,28/04/2021,28/04/2022,26/04/2023,
962,00733.HK,25/04/2018,29/04/2019,23/04/2020,22/04/2021,27/04/2022,25/04/2023,
963,01358.HK,27/04/2018,24/04/2019,28/04/2020,23/04/2021,21/04/2022,26/04/2023,
964,00450.HK,20/04/2018,17/04/2019,22/04/2020,23/04/2021,25/04/2022,24/04/2023,
965,00012.HK,25/04/2018,18/04/2019,22/04/2020,23/04/2021,21/04/2022,21/04/2023,
966,03339.HK,25/04/2018,29/04/2019,29/04/2020,26/04/2021,25/04/2022,27/04/2023,
967,00256.HK,23/04/2018,25/04/2019,30/06/2020,27/04/2021,28/04/2022,27/04/2023,
968,02869.HK,23/04/2018,25/04/2019,27/04/2020,26/04/2021,26/04/2022,26/04/2023,
969,00826.HK,12/04/2018,18/04/2019,23/04/2020,29/04/2021,28/04/2022,27/04/2023,
970,00390.HK,19/04/2018,29/03/2019,30/03/2020,30/03/2021,30/03/2022,,
971,00980.HK,27/04/2018,30/04/2019,08/05/2020,29/04/2021,29/04/2022,26/04/2023,
972,00990.HK,19/04/2018,29/04/2019,28/04/2020,29/04/2021,28/04/2022,27/04/2023,
973,01498.HK,23/04/2018,09/04/2019,16/04/2020,21/04/2021,26/04/2022,26/04/2023,
974,01626.HK,19/04/2018,17/04/2019,08/05/2020,16/04/2021,25/04/2022,20/04/2023,
975,01610.HK,24/04/2018,26/04/2019,27/04/2020,28/04/2021,25/04/2022,25/04/2023,
976,01979.HK,23/04/2018,23/04/2019,05/05/2020,28/05/2021,27/04/2022,24/04/2023,
977,00880.HK,27/04/2018,29/04/2019,23/04/2020,31/05/2021,18/05/2022,27/04/2023,
978,00535.HK,12/04/2018,11/04/2019,28/04/2020,19/04/2021,21/04/2022,21/04/2023,
979,01520.HK,20/04/2018,23/04/2019,17/04/2020,23/04/2021,29/04/2022,28/04/2023,
980,00901.HK,16/04/2018,29/04/2019,27/04/2020,28/04/2021,25/05/2022,02/05/2023,
981,01128.HK,10/08/2018,18/07/2019,20/07/2020,21/07/2021,31/05/2022,24/04/2023,
982,02342.HK,24/04/2018,24/04/2019,27/04/2020,27/04/2021,26/04/2022,25/04/2023,
983,06118.HK,19/04/2018,,23/04/2020,21/04/2021,25/04/2022,24/04/2023,
984,00517.HK,24/04/2018,25/04/2019,22/04/2020,23/04/2021,25/04/2022,26/04/2023,
985,00413.HK,,26/04/2019,24/04/2020,19/04/2021,25/04/2022,24/04/2023,
986,00505.HK,27/04/2018,29/04/2019,28/04/2020,28/04/2021,28/04/2022,27/04/2023,
987,01148.HK,24/04/2018,17/04/2019,22/04/2020,21/04/2021,27/04/2022,25/04/2023,
988,01157.HK,25/04/2018,26/04/2019,23/04/2020,22/04/2021,22/04/2022,25/04/2023,
989,00458.HK,23/04/2018,24/04/2019,27/04/2020,28/04/2021,27/04/2022,27/04/2023,
990,02313.HK,24/04/2018,24/04/2019,24/04/2020,26/04/2021,26/04/2022,26/04/2023,
991,00528.HK,23/04/2018,23/04/2019,06/05/2020,19/04/2021,20/04/2022,27/04/2023,
992,00984.HK,17/04/2018,10/04/2019,22/04/2020,23/04/2021,25/04/2022,25/04/2023,
993,00468.HK,18/07/2018,19/07/2019,23/07/2020,24/05/2021,26/05/2022,21/04/2023,
994,00410.HK,25/04/2018,25/04/2019,20/04/2020,20/04/2021,28/04/2022,21/04/2023,
995,01831.HK,23/04/2018,18/04/2019,08/06/2020,02/06/2021,15/05/2022,28/04/2023,
996,00726.HK,30/04/2018,24/04/2019,06/05/2020,23/04/2021,29/04/2022,25/04/2023,
997,01080.HK,23/04/2018,29/04/2019,27/04/2020,15/04/2021,11/04/2022,20/04/2023,
998,02699.HK,20/04/2018,23/04/2019,15/05/2020,29/04/2021,20/06/2022,,
999,01180.HK,17/04/2018,12/04/2019,16/04/2020,19/04/2021,21/04/2022,26/04/2023,
1000,01459.HK,26/04/2018,29/04/2019,29/04/2020,28/04/2021,29/04/2022,24/04/2023,
1001,06136.HK,24/04/2018,18/06/2019,29/06/2020,22/07/2021,30/05/2022,26/04/2023,
1002,01532.HK,27/04/2018,29/04/2019,23/04/2020,23/04/2021,21/04/2022,27/04/2023,
1003,01522.HK,26/04/2018,25/04/2019,22/04/2020,26/04/2021,28/04/2022,25/04/2023,
1004,00358.HK,25/07/2018,24/07/2019,22/07/2020,30/05/2021,27/03/2022,24/03/2023,
1005,00418.HK,,,22/04/2020,15/04/2021,14/04/2022,20/04/2023,
1006,02388.HK,17/04/2018,06/05/2019,08/06/2020,13/05/2021,19/04/2022,30/03/2023,
1007,01022.HK,23/04/2018,18/04/2019,20/04/2020,22/04/2021,22/04/2022,25/04/2023,
1008,00145.HK,23/04/2018,29/04/2019,14/05/2020,29/04/2021,27/04/2022,28/04/2023,
1009,00551.HK,20/04/2018,25/04/2019,23/04/2020,22/04/2021,26/05/2022,20/04/2023,
1010,03709.HK,24/04/2018,17/04/2019,29/04/2020,29/04/2021,29/04/2022,28/04/2023,
1011,02211.HK,19/11/2018,24/10/2019,15/10/2020,21/10/2021,20/10/2022,19/10/2023,
1012,01381.HK,19/04/2018,22/07/2019,02/07/2020,14/07/2021,31/05/2022,24/04/2023,
1013,00622.HK,19/04/2018,24/04/2019,24/04/2020,27/04/2021,27/04/2022,27/04/2023,
1014,01518.HK,30/04/2018,,,28/04/2021,30/05/2022,27/04/2023,
1015,01003.HK,30/04/2018,30/04/2019,27/04/2020,30/04/2021,28/04/2022,28/04/2023,
1016,01898.HK,27/04/2018,29/04/2019,29/04/2020,22/04/2021,27/04/2022,17/04/2023,
1017,01666.HK,25/04/2018,11/04/2019,28/04/2020,29/04/2021,19/04/2022,27/04/2023,
1018,00207.HK,12/04/2018,23/04/2019,22/04/2020,22/04/2021,28/04/2022,27/04/2023,
1019,00373.HK,20/04/2018,17/04/2019,27/04/2020,19/04/2021,31/05/2022,26/04/2023,
1020,00229.HK,19/04/2018,17/04/2019,29/05/2020,28/05/2021,25/04/2022,26/04/2023,
1021,03813.HK,20/04/2018,25/04/2019,23/04/2020,22/04/2021,14/04/2022,20/04/2023,
1022,00472.HK,18/04/2018,04/04/2019,14/05/2020,15/04/2021,14/04/2022,27/04/2023,
1023,03633.HK,26/06/2018,27/06/2019,15/07/2020,19/07/2021,30/05/2022,28/04/2023,
1024,01263.HK,27/04/2018,11/04/2019,24/04/2020,23/04/2021,27/04/2022,14/04/2023,
1025,00871.HK,20/04/2018,23/04/2019,14/05/2020,06/05/2021,31/05/2022,28/04/2023,
1026,00538.HK,19/04/2018,18/04/2019,21/04/2020,19/04/2021,28/04/2022,26/04/2023,
1027,00299.HK,16/04/2018,25/04/2019,24/04/2020,28/04/2021,27/04/2022,27/04/2023,
1028,01480.HK,14/05/2018,17/05/2019,12/06/2020,25/05/2021,20/05/2022,25/04/2023,
1029,01099.HK,25/04/2018,25/04/2019,24/04/2020,28/05/2021,31/05/2022,26/04/2023,
1030,00656.HK,26/04/2018,26/04/2019,24/04/2020,27/04/2021,27/04/2022,28/04/2023,
1031,06066.HK,20/04/2018,11/04/2019,17/04/2020,21/04/2021,19/04/2022,13/04/2023,
1032,01193.HK,25/07/2018,18/07/2019,17/07/2020,28/04/2021,20/04/2022,27/04/2023,
1033,06188.HK,20/04/2018,17/04/2019,27/04/2020,29/04/2021,25/05/2022,26/04/2023,
1034,01010.HK,27/04/2018,25/04/2019,15/05/2020,30/04/2021,28/04/2022,28/04/2023,
1035,01577.HK,23/04/2018,23/04/2019,23/04/2020,22/04/2021,27/04/2022,27/04/2023,
1036,02728.HK,19/04/2018,29/04/2019,24/07/2020,29/06/2021,31/05/2022,28/04/2023,
1037,00799.HK,29/03/2018,29/03/2019,02/04/2020,01/04/2021,21/04/2022,27/04/2023,
1038,00709.HK,19/04/2018,17/04/2019,16/04/2020,20/04/2021,13/04/2022,18/04/2023,
1039,01561.HK,18/04/2018,26/04/2019,29/04/2020,30/04/2021,29/04/2022,28/04/2023,
1040,00693.HK,23/04/2018,25/04/2019,23/04/2020,22/04/2021,20/04/2022,20/04/2023,
1041,00544.HK,19/04/2018,24/04/2019,28/04/2020,23/04/2021,28/04/2022,24/04/2023,
1042,02356.HK,19/04/2018,17/04/2019,24/04/2020,22/04/2021,22/04/2022,26/04/2023,
1043,00440.HK,19/04/2018,17/04/2019,24/04/2020,22/04/2021,22/04/2022,26/04/2023,
1044,02178.HK,24/05/2018,26/04/2019,28/04/2020,29/04/2021,27/04/2022,25/04/2023,
1045,00212.HK,19/04/2018,17/04/2019,15/04/2020,16/04/2021,12/04/2022,17/04/2023,
1046,00098.HK,26/04/2018,26/04/2019,24/04/2020,29/04/2021,29/04/2022,26/04/2023,
1047,00369.HK,19/04/2018,26/04/2019,27/04/2020,26/04/2021,25/04/2022,24/04/2023,
1048,01612.HK,19/04/2018,17/04/2019,16/04/2020,15/04/2021,13/04/2022,20/04/2023,
1049,00227.HK,19/07/2018,26/07/2019,22/07/2020,29/06/2021,27/05/2022,21/04/2023,
1050,03908.HK,02/04/2018,12/04/2019,24/04/2020,26/04/2021,30/03/2022,31/03/2023,
1051,00956.HK,19/04/2018,23/04/2019,22/04/2020,21/04/2021,19/04/2022,24/04/2023,
1052,00339.HK,19/04/2018,18/04/2019,22/04/2020,21/04/2021,25/04/2022,24/04/2023,
1053,01986.HK,19/04/2018,23/04/2019,20/04/2020,09/04/2021,14/04/2022,17/04/2023,
1054,01164.HK,,,,,,24/04/2023,15/09/2023
1055,00658.HK,18/04/2018,26/04/2019,12/05/2020,28/05/2021,27/05/2022,21/04/2023,
1056,00811.HK,27/04/2018,25/04/2019,24/04/2020,22/04/2021,26/04/2022,25/04/2023,
1057,03623.HK,20/04/2018,18/04/2019,16/04/2020,22/04/2021,20/04/2022,26/04/2023,
1058,00983.HK,23/04/2018,25/04/2019,24/04/2020,28/04/2021,27/04/2022,26/04/2023,
1059,00272.HK,16/04/2018,15/04/2019,27/04/2020,14/06/2021,31/05/2022,21/04/2023,
1060,06198.HK,27/04/2018,10/05/2019,23/04/2020,30/04/2021,25/04/2022,26/04/2023,
1061,02239.HK,19/04/2018,07/04/2019,24/04/2020,23/04/2021,22/04/2022,21/04/2023,
1062,00620.HK,18/04/2018,24/04/2019,23/04/2020,28/04/2021,28/04/2022,28/04/2023,
1063,00529.HK,30/04/2018,,28/04/2020,,25/04/2022,26/04/2023,
1064,00050.HK,18/04/2018,17/04/2019,21/04/2020,21/04/2021,21/04/2022,21/04/2023,
1065,01070.HK,05/06/2018,17/07/2019,12/06/2020,31/05/2021,29/04/2022,28/04/2023,
1066,00527.HK,20/04/2018,,28/04/2020,24/06/2021,05/05/2022,27/04/2023,
1067,00310.HK,18/04/2018,,,21/04/2021,22/07/2022,29/08/2023,
1068,00308.HK,25/04/2018,25/04/2019,24/04/2020,23/04/2021,25/04/2022,27/04/2023,
1069,01093.HK,14/05/2018,28/06/2019,20/07/2020,05/07/2021,31/05/2022,26/04/2023,
1070,00636.HK,25/04/2018,29/04/2019,27/04/2020,23/04/2021,27/04/2022,27/04/2023,
1071,00433.HK,26/04/2018,30/04/2019,28/06/2020,23/02/2023,31/03/2023,30/05/2023,
1072,01388.HK,18/04/2018,17/04/2019,24/04/2020,15/04/2021,20/04/2022,19/04/2023,
1073,00003.HK,23/04/2018,18/04/2019,21/04/2020,21/04/2021,20/04/2022,24/04/2023,
1074,03888.HK,11/04/2018,17/04/2019,23/04/2020,20/04/2021,21/04/2022,26/04/2023,
1075,00119.HK,28/06/2018,21/06/2019,18/06/2020,21/06/2021,20/05/2022,28/04/2023,
1076,03788.HK,17/04/2018,26/04/2019,24/04/2020,22/04/2021,19/04/2022,20/04/2023,
1077,00484.HK,18/04/2018,23/04/2019,28/08/2020,19/04/2021,20/04/2022,17/04/2023,
1078,00317.HK,26/04/2018,22/03/2019,27/04/2020,28/04/2021,29/04/2022,26/04/2023,
1079,03332.HK,18/04/2018,18/04/2019,16/04/2020,22/04/2021,22/04/2022,21/04/2023,
1080,00662.HK,12/04/2018,17/04/2019,20/04/2020,19/04/2021,14/04/2022,17/04/2023,
1081,00082.HK,19/04/2018,24/04/2019,17/04/2020,07/04/2021,22/04/2022,26/04/2023,
1082,00173.HK,19/04/2018,17/04/2019,20/04/2020,26/04/2021,26/04/2022,26/04/2023,
1083,00086.HK,19/04/2018,10/04/2019,20/04/2020,01/04/2021,07/04/2022,06/04/2023,
1084,00861.HK,27/04/2018,29/04/2019,,23/04/2021,27/04/2022,27/04/2023,
1085,00696.HK,19/04/2018,29/04/2019,15/04/2020,28/05/2021,06/05/2022,24/04/2023,
1086,01578.HK,03/05/2018,26/04/2019,23/04/2020,23/04/2021,22/04/2022,18/04/2023,
1087,00206.HK,19/04/2018,17/04/2019,21/04/2020,19/04/2021,20/04/2022,19/04/2023,
1088,00902.HK,16/04/2018,23/04/2019,20/04/2020,20/04/2021,20/04/2022,20/04/2023,
1089,03303.HK,29/06/2018,28/06/2019,30/06/2020,28/05/2021,31/05/2022,28/04/2023,
1090,03328.HK,19/04/2018,23/04/2019,27/03/2020,26/03/2021,25/03/2022,30/03/2023,
1091,02068.HK,16/04/2018,25/04/2019,21/04/2020,23/04/2021,04/05/2022,12/04/2023,
1092,00628.HK,27/04/2018,23/04/2019,28/04/2020,27/04/2021,28/04/2022,25/04/2023,
1093,00028.HK,17/04/2018,12/04/2019,24/04/2020,15/04/2021,06/05/2022,21/04/2023,
1094,00356.HK,19/04/2018,25/04/2019,28/04/2020,26/04/2021,25/04/2022,28/04/2023,
1095,00239.HK,19/04/2018,25/04/2019,28/04/2020,22/04/2021,28/04/2022,27/04/2023,
1096,00267.HK,20/04/2018,18/04/2019,21/04/2020,21/04/2021,21/04/2022,20/04/2023,
1097,03883.HK,09/04/2018,17/04/2019,20/04/2020,22/04/2021,27/07/2023,27/07/2023,
1098,00465.HK,17/04/2018,11/04/2019,17/04/2020,16/04/2021,21/04/2022,25/04/2023,
1099,01083.HK,18/04/2018,12/04/2019,14/04/2020,15/04/2021,13/04/2022,14/04/2023,
1100,00586.HK,20/04/2018,26/04/2019,24/04/2020,29/04/2021,26/04/2022,25/04/2023,
1101,00380.HK,23/04/2018,17/06/2019,15/07/2020,22/06/2021,27/05/2022,26/04/2023,
1102,00554.HK,,25/04/2019,08/04/2020,27/04/2021,25/04/2022,27/04/2023,
1103,02002.HK,27/04/2018,29/04/2019,28/04/2020,29/04/2021,28/04/2022,27/04/2023,
1104,01241.HK,16/04/2018,23/04/2019,,30/04/2021,29/04/2022,27/04/2023,
1105,03380.HK,27/04/2018,15/04/2019,29/04/2020,23/04/2021,09/09/2022,28/04/2023,
1106,01292.HK,22/06/2018,31/05/2019,10/07/2020,02/07/2021,31/05/2022,30/03/2023,
1107,01478.HK,24/04/2018,17/04/2019,21/04/2020,21/04/2021,12/04/2022,30/03/2023,
1108,06899.HK,19/04/2018,29/04/2019,27/04/2020,28/04/2021,31/05/2022,27/04/2023,
1109,01866.HK,11/04/2018,30/04/2019,28/07/2020,21/05/2021,20/05/2022,26/04/2023,
1110,02340.HK,17/04/2018,17/04/2019,14/04/2020,14/04/2021,14/04/2022,24/04/2023,
1111,00260.HK,25/04/2018,18/04/2019,17/04/2020,30/04/2021,29/04/2022,,
1112,02011.HK,27/04/2018,26/04/2019,08/05/2020,23/04/2021,13/05/2022,25/04/2023,
1113,01395.HK,20/04/2018,29/04/2019,27/04/2020,27/04/2021,28/04/2022,27/04/2023,
